RecordId,RecordType,Type,SubType,Category,Task,TaskStatus,SLADesc,DUE,FIrstPlanReviewedDate
16-06015,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,06/01/2016,05/24/2016
16-06027,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - Fees Due,Residential - 10 Days,06/01/2016,05/26/2016
16-06027,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,06/01/2016,06/03/2016
16-06040,Res: New SFD,Residential,New Building,SFD,Building Review,Approved,Res. Waiver - 2 Days,05/23/2016,05/20/2016
16-06041,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved,Small Comm - 10 Days,06/02/2016,05/25/2016
16-06041,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/02/2016,06/15/2016
16-06041,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,06/02/2016,05/25/2016
16-06041,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved,Small Comm - 10 Days,06/02/2016,05/27/2016
16-06045,Com: Swimming Pool,Commercial,Accessory Structure,Swimming Pool,Building Review,Hold for Revision,Small Comm - 10 Days,06/02/2016,06/21/2016
16-06047,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,06/02/2016,06/06/2016
16-06047,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,06/02/2016,05/25/2016
16-06053,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/02/2016,05/26/2016
16-06053,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,06/02/2016,06/21/2016
16-06053,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,06/02/2016,05/26/2016
16-06064,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,05/23/2016,05/20/2016
16-06065,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,05/23/2016,05/20/2016
16-06065,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Res. Waiver - 2 Days,05/23/2016,05/31/2016
16-06067,Colocation,Commercial,Accessory Structure,Telecom Colocation,Building Review,Approved,Std Level I Comm  - 21 Days,06/17/2016,06/06/2016
16-06076,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - Fees Due,Std Level I Comm  - 21 Days,06/20/2016,06/06/2016
16-06076,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/20/2016,06/10/2016
16-06076,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/20/2016,06/07/2016
16-06091,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/03/2016,05/26/2016
16-06091,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,06/03/2016,06/08/2016
16-06091,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,06/03/2016,05/26/2016
16-06091,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Small Comm - 10 Days,06/03/2016,08/09/2016
16-06093,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/20/2016,06/03/2016
16-06093,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/20/2016,06/10/2016
16-06093,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/20/2016,06/07/2016
16-06097,Com:Addition,Commercial,Existing Building,Addition,Addressing,Approved - No Fees,Small Comm - 10 Days,06/03/2016,05/26/2016
16-06097,Com:Addition,Commercial,Existing Building,Addition,Building Review,Hold for Revision,Small Comm - 10 Days,06/03/2016,06/10/2016
16-06097,Com:Addition,Commercial,Existing Building,Addition,Fire Review,Approved,Small Comm - 10 Days,06/03/2016,05/26/2016
16-06097,Com:Addition,Commercial,Existing Building,Addition,Zoning Review,Approved with Conditions,Small Comm - 10 Days,06/03/2016,06/15/2016
16-06102,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/03/2016,06/14/2016
16-06102,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,06/03/2016,06/09/2016
16-06102,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,06/03/2016,05/26/2016
16-06108,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Approved,Std Level I Comm  - 21 Days,06/20/2016,06/06/2016
16-06108,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Fire Review,Approved,Std Level I Comm  - 21 Days,06/20/2016,05/31/2016
16-06109,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,05/24/2016,05/23/2016
16-06109,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Res. Waiver - 2 Days,05/24/2016,05/27/2016
16-06114,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Quick Touch - 3 Days,05/25/2016,05/20/2016
16-06114,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Quick Touch - 3 Days,05/25/2016,05/20/2016
16-06126,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/03/2016
16-06126,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/10/2016
16-06126,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06127,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/03/2016
16-06127,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/10/2016
16-06127,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06130,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06130,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/10/2016
16-06130,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06131,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/03/2016
16-06131,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/10/2016
16-06131,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06132,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06132,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/10/2016
16-06132,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06133,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06133,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/10/2016
16-06133,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06134,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/03/2016
16-06134,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/10/2016
16-06134,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06135,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06135,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/10/2016
16-06135,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06136,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06136,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/10/2016
16-06136,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06140,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06140,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/10/2016
16-06140,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06141,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/03/2016
16-06141,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/13/2016
16-06141,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06142,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06142,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/13/2016
16-06142,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06147,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/03/2016
16-06147,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/13/2016
16-06147,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06149,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/03/2016
16-06149,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/13/2016
16-06149,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06151,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/06/2016
16-06151,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/13/2016
16-06151,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06154,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/06/2016
16-06154,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/13/2016
16-06154,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06157,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,05/25/2016,05/23/2016
16-06158,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,06/06/2016
16-06158,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/13/2016
16-06158,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06163,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/06/2016
16-06163,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/13/2016
16-06163,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06164,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,05/26/2016
16-06164,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Building Review,Hold for Revision,Small Comm - 10 Days,06/06/2016,06/20/2016
16-06164,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Fire Review,Approved,Small Comm - 10 Days,06/06/2016,06/08/2016
16-06165,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/06/2016
16-06165,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/13/2016
16-06165,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06170,Com: Bldg,Commercial,New Building,Single Tenant,Addressing,Approved - No Fees,Std Level I Comm  - 21 Days,06/21/2016,05/26/2016
16-06170,Com: Bldg,Commercial,New Building,Single Tenant,Building Review,Approved with Conditions,Std Level I Comm  - 21 Days,06/21/2016,06/07/2016
16-06170,Com: Bldg,Commercial,New Building,Single Tenant,Fire Review,Approved,Std Level I Comm  - 21 Days,06/21/2016,06/02/2016
16-06172,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - Fees Due,Small Comm - 10 Days,06/06/2016,06/06/2016
16-06172,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/13/2016
16-06172,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06175,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,06/06/2016,06/06/2016
16-06175,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/13/2016
16-06175,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,06/06/2016,06/07/2016
16-06177,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,06/06/2016,06/14/2016
16-06177,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,06/06/2016,05/31/2016
16-06182,Com: Reroof,Commercial,Existing Building,Reroof,Building Review,Approved,Quick Touch - 3 Days,05/26/2016,05/24/2016
16-06182,Com: Reroof,Commercial,Existing Building,Reroof,Fire Review,Approved,Quick Touch - 3 Days,05/26/2016,06/02/2016
16-06186,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,06/06/2016,06/09/2016
16-06186,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,06/06/2016,06/02/2016
16-06187,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,06/06/2016,06/09/2016
16-06187,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Residential - 10 Days,06/06/2016,05/26/2016
